orgao,ano,qtd_pedidos_lai,tempo_medio_resposta_dias,percentual_sem_resposta,percentual_acesso_concedido,percentual_acesso_negado,percentual_acesso_parcial,qtd_recursos_lai,taxa_recurso_lai
EMATER - Empresa de Assistência Técnica e Extensão Rural,2024,72,9.687892512077296,4.166666666666666,91.66666666666666,1.3888888888888888,0.0,1,0.013888888888888888
FAP - Fundação de Apoio à Pesquisa,2024,41,8.179960317460317,14.634146341463413,51.21951219512195,4.878048780487805,2.4390243902439024,4,0.0975609756097561
FEPECS - Fundação de Ensino e Pesquisa em Ciência da Saúde,2024,75,6.402929292929293,26.666666666666668,46.666666666666664,4.0,6.666666666666667,8,0.10666666666666667
FHB - Fundação Hemocentro de Brasília,2024,93,7.596693615257048,27.956989247311824,75.26881720430107,11.827956989247312,3.225806451612903,4,0.043010752688172046
FJZB - Fundação Jardim Zoológico de Brasilia,2024,61,7.483713312368972,13.114754098360656,65.57377049180327,3.278688524590164,0.0,6,0.09836065573770492
FUNAP - Fundação de Amparo ao Trabalhador Preso,2024,120,2.229153182308522,14.166666666666666,28.333333333333332,3.3333333333333335,2.5,1,0.008333333333333333
IBRAM - Instituto do Meio Ambiente e Recursos Hídricos do Distrito Federal - Brasília Ambiental,2024,488,13.774998086929905,25.614754098360653,61.065573770491795,8.60655737704918,3.278688524590164,17,0.03483606557377049
INAS - Instituto de Assistência à Saúde dos Servidores do DF,2024,120,7.024269005847953,5.0,15.0,13.333333333333334,5.833333333333333,3,0.025
IPEDF - Instituto de Pesquisa e Estatística do Distrito Federal - Codeplan,2024,100,4.293719806763285,8.0,74.0,1.0,1.0,1,0.01
IPREV/DF - Instituto de Previdência dos Servidores,2024,112,9.574805555555555,33.035714285714285,50.89285714285714,20.535714285714285,1.7857142857142856,3,0.026785714285714284
JBB - Jardim Botânico de Brasília,2024,35,4.55959595959596,5.714285714285714,54.285714285714285,0.0,14.285714285714285,0,0.0
"JUCIS-DF - Junta Comercial, Industrial e Serviços do Distrito Federal",2024,131,7.278107040229885,11.450381679389313,42.74809160305343,13.740458015267176,10.687022900763358,0,0.0
METRÔ - Companhia do Metropolitano do Distrito Federal,2024,160,19.424714381720428,22.5,70.0,4.375,9.375,5,0.03125
NOVACAP - Companhia Urbanizadora da Nova Capital do Brasil,2024,657,10.877857078122167,6.69710806697108,65.44901065449011,0.60882800608828,1.36986301369863,29,0.0441400304414003
PCDF - Polícia Civil do Distrito Federal,2024,665,11.564245065265839,47.51879699248121,95.18796992481204,1.3533834586466165,0.30075187969924816,41,0.061654135338345864
PGDF - Procuradoria Geral do Distrito Federal,2024,350,5.758644203770557,20.857142857142858,39.714285714285715,16.0,10.285714285714285,10,0.02857142857142857
PMDF - Polícia Militar do Distrito Federal,2024,441,10.8546609879584,7.936507936507936,54.421768707483,15.873015873015872,9.977324263038549,29,0.06575963718820861
PROCON/DF - Instituto de Defesa do Consumidor do Distrito Federal,2024,317,4.290350481347773,12.618296529968454,38.170347003154575,8.201892744479496,0.9463722397476341,9,0.028391167192429023
SEAC - Secretaria de Atendimento à Comunidade,2024,93,6.1006327160493825,3.225806451612903,21.50537634408602,4.301075268817205,3.225806451612903,1,0.010752688172043012
"SEAGRI - Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal",2024,258,4.3961844569288395,31.007751937984494,61.627906976744185,9.30232558139535,3.10077519379845,10,0.03875968992248062
SEAPE - Secretaria de Estado de Administração Penitenciária,2024,162,11.573987941429802,20.37037037037037,54.32098765432099,8.024691358024691,7.4074074074074066,12,0.07407407407407407
SECEC - Secretaria de Estado de Cultura e Econ. Criativa do DF,2024,239,11.841252608242044,10.87866108786611,79.49790794979079,6.2761506276150625,5.02092050209205,16,0.06694560669456066
SECOM - Secretaria de Estado de Comunicação do Distrito Federal,2024,71,3.8553205128205126,8.450704225352112,54.929577464788736,14.084507042253522,4.225352112676056,3,0.04225352112676056
"SECTI - Secretaria de Estado de Ciência, Tecnologia e Inovação do Distrito Federal",2024,71,9.043272569444444,9.859154929577464,90.14084507042254,0.0,4.225352112676056,1,0.014084507042253521
SEDES - Secretaria de Estado de Desenvolvimento Social do Distrito Federal,2024,437,9.205711028192372,8.009153318077804,39.359267734553775,3.203661327231121,3.203661327231121,22,0.05034324942791762
"SEDET - Secretaria de Estado de Desenvolvimento Econômico, Trabalho e Renda do Distrito Federal",2024,136,6.58425160697888,11.029411764705882,43.38235294117647,2.941176470588235,1.4705882352941175,2,0.014705882352941176
SEDUH - Secretaria de Estado de Desenvolvimento Urbano e Habitação do Distrito Federal,2024,454,3.4072079687085655,7.709251101321586,53.524229074889874,7.048458149779736,3.303964757709251,26,0.05726872246696035
SEE - Secretaria de Estado de Educação do Distrito Federal,2024,1184,9.293103186436934,15.033783783783782,70.52364864864865,5.152027027027027,0.5067567567567568,100,0.08445945945945946
SEFAZ - Secretaria de Estado de Fazenda do Distrito Federal,2024,663,5.5897977582846,14.027149321266968,50.678733031674206,3.167420814479638,4.675716440422323,29,0.043740573152337855
SEFJ - Secretaria de Estado da Família e Juventude do Distrito Federal,2024,74,10.052239827856026,4.054054054054054,16.216216216216218,10.81081081081081,8.108108108108109,1,0.013513513513513514
SEGOV - Secretaria de Estado de Governo,2024,178,5.696536512928023,10.674157303370785,16.853932584269664,1.1235955056179776,67.97752808988764,9,0.05056179775280899
SEJUS - Secretaria de Estado de Justiça e Cidadania do Distrito do Distrito Federal,2024,394,7.400357851473923,50.25380710659898,58.37563451776649,10.913705583756345,6.091370558375635,21,0.0532994923857868
SELDF - Secretaria de Estado do Esporte e Lazer do Distrito Federal,2024,149,3.9175162529550827,36.91275167785235,65.1006711409396,0.0,0.0,5,0.03355704697986577
SEMA - Secretaria de Estado do Meio Ambiente do Distrito Federal,2024,348,3.995812353138637,4.885057471264368,76.4367816091954,1.7241379310344827,1.1494252873563218,7,0.020114942528735632
SEMOB - Secretaria de Estado de Transporte e Mobilidade do Distrito Federal,2024,492,9.049428684003152,42.68292682926829,64.43089430894308,1.8292682926829267,4.878048780487805,59,0.11991869918699187
"SEPLAD - Secretaria de Estado de Planejamento, Orçamento e Administração",2024,655,8.928004986950038,9.007633587786259,53.12977099236641,12.213740458015266,5.9541984732824424,48,0.0732824427480916
SES - Secretaria de Estado de Saúde do Distrito Federal,2024,2046,6.621761226175725,7.966764418377322,46.38318670576735,10.703812316715542,2.3949169110459434,140,0.06842619745845552
SETUR - Secretaria de Estado de Turismo do Distrito Federal,2024,59,12.880830712788262,10.16949152542373,96.61016949152543,0.0,1.694915254237288,0,0.0
SLU - Serviço de Limpeza Urbana,2024,207,6.001334175084175,20.28985507246377,49.275362318840585,0.966183574879227,2.4154589371980677,4,0.01932367149758454
SMDF - Secretaria de Estado da Mulher do Distrito Federal,2024,113,7.091830808080808,2.6548672566371683,41.5929203539823,28.31858407079646,7.964601769911504,0,0.0
SODF - Secretaria de Estado de Obras e Infraestrutura do Distrito Federal,2024,137,9.18287037037037,38.68613138686132,80.2919708029197,1.4598540145985401,0.0,13,0.0948905109489051
SSP - Secretaria de Estado da Segurança Pública do Distrito Federal,2024,280,10.68673552754435,15.0,36.78571428571429,9.642857142857144,2.5,11,0.039285714285714285
TCB - Sociedade de Transportes Coletivos de Brasília,2024,48,6.360399305555555,16.666666666666664,52.083333333333336,4.166666666666666,2.083333333333333,0,0.0
TERRACAP - Companhia Imobiliária de Brasília,2024,465,6.1880016423878885,16.344086021505376,60.43010752688171,13.118279569892474,3.870967741935484,57,0.12258064516129032
UnDF - Universidade do Distrito Federal Professor Jorge Amaury Maia Nunes,2024,116,12.317582742316786,18.96551724137931,93.10344827586206,0.0,2.586206896551724,7,0.0603448275862069
VICEGOV - Vice Governadoria do DF,2024,69,7.886675347222223,7.246376811594203,42.028985507246375,4.3478260869565215,36.231884057971016,4,0.057971014492753624
"ADASA - Agência Reguladora de Águas, Energia e Saneamento",2025,345,4.495301418439716,31.88405797101449,23.768115942028984,4.3478260869565215,1.1594202898550725,8,0.02318840579710145
Administração Arapoanga - RA XXXIV,2025,103,3.205008865248227,8.737864077669903,10.679611650485436,10.679611650485436,2.912621359223301,0,0.0
Administração Arniqueira - RA XXXIII,2025,106,4.386205150462962,9.433962264150944,9.433962264150944,14.150943396226415,4.716981132075472,2,0.018867924528301886
Administração Brazlândia - RA IV,2025,75,20.416047297297297,1.3333333333333335,13.333333333333334,13.333333333333334,0.0,0,0.0
Administração Candangolândia - RA XIX,2025,36,2.8829248366013074,5.555555555555555,19.444444444444446,0.0,5.555555555555555,0,0.0
Administração Ceilândia - RA IX,2025,371,3.6803946955430007,4.5822102425876015,41.77897574123989,7.547169811320755,2.6954177897574128,14,0.03773584905660377
Administração Cruzeiro - RA XI,2025,45,2.7082175925925926,6.666666666666667,42.22222222222222,4.444444444444445,0.0,0,0.0
Administração Fercal - RA XXXI,2025,34,7.4538082437275985,8.823529411764707,0.0,0.0,2.941176470588235,2,0.058823529411764705
Administração Gama - RA II,2025,111,6.095019841269841,5.405405405405405,26.126126126126124,9.90990990990991,4.504504504504505,5,0.04504504504504504
Administração Guará - RA X,2025,149,3.8941978663446055,7.38255033557047,14.093959731543624,6.0402684563758395,4.026845637583892,8,0.053691275167785234
Administração Itapoã - RA XXVIII,2025,76,7.341157407407407,1.3157894736842104,14.473684210526317,1.3157894736842104,3.9473684210526314,1,0.013157894736842105
Administração Jardim Botânico - RA XXVII,2025,76,5.254682539682539,7.894736842105263,36.84210526315789,3.9473684210526314,7.894736842105263,5,0.06578947368421052
Administração Lago Norte - RA-XVIII,2025,105,2.430262027491409,7.6190476190476195,33.33333333333333,11.428571428571429,0.0,2,0.01904761904761905
Administração Lago Sul - RA XVI,2025,61,2.3095012626262625,27.86885245901639,26.229508196721312,3.278688524590164,6.557377049180328,1,0.01639344262295082
Administração Núcleo Bandeirante - RA VIII,2025,66,3.2653205128205127,1.5151515151515151,3.0303030303030303,4.545454545454546,0.0,0,0.0
Administração Paranoá - RA VII,2025,77,11.406963470319635,5.194805194805195,49.35064935064935,6.493506493506493,1.2987012987012987,2,0.025974025974025976
Administração Park Way - RA XXIV,2025,48,5.369728535353535,8.333333333333332,29.166666666666668,6.25,2.083333333333333,1,0.020833333333333332
Administração Planaltina - RA VI,2025,93,4.988773148148148,3.225806451612903,21.50537634408602,8.60215053763441,4.301075268817205,1,0.010752688172043012
Administração Plano Piloto - RA I,2025,227,5.994377599524658,17.62114537444934,42.290748898678416,3.0837004405286343,0.4405286343612335,5,0.022026431718061675
Administração Recanto das Emas - RA XV,2025,67,13.044641376451079,0.0,8.955223880597014,5.970149253731343,4.477611940298507,0,0.0
Administração Regional de Água Quente - RA XXXV,2025,38,8.3046783625731,0.0,21.052631578947366,13.157894736842104,0.0,0,0.0
Administração Riacho Fundo I - RA XVII,2025,63,3.04212204007286,3.1746031746031744,0.0,0.0,1.5873015873015872,2,0.031746031746031744
Administração Riacho Fundo II - RA XXI,2025,69,1.907936507936508,8.695652173913043,4.3478260869565215,0.0,0.0,1,0.014492753623188406
Administração S.C.I.A / Estrutural - RA XXV,2025,40,5.734882478632478,2.5,5.0,5.0,17.5,1,0.025
Administração S.I.A - RA XXIX,2025,49,9.845530626780628,20.408163265306122,18.367346938775512,8.16326530612245,2.0408163265306123,0,0.0
Administração Samambaia - RA XII,2025,235,6.496060161920715,15.319148936170212,55.74468085106383,4.680851063829787,2.9787234042553195,28,0.11914893617021277
Administração Santa Maria - RA XIII,2025,92,5.493736111111112,45.65217391304348,86.95652173913044,6.521739130434782,2.1739130434782608,1,0.010869565217391304
Administração Sobradinho - RA V,2025,124,2.3631041102077686,0.8064516129032258,17.741935483870968,2.4193548387096775,0.8064516129032258,0,0.0
Administração Sobradinho II - RA XXVI,2025,74,3.1050469483568075,4.054054054054054,32.432432432432435,6.756756756756757,0.0,2,0.02702702702702703
Administração Sol Nascente/Pôr do Sol - RA XXXII,2025,66,8.111760752688172,6.0606060606060606,84.84848484848484,1.5151515151515151,0.0,2,0.030303030303030304
Administração Sudoeste / Octogonal - RA XXII,2025,89,11.018875227686703,31.46067415730337,58.42696629213483,7.865168539325842,2.247191011235955,2,0.02247191011235955
Administração São Sebastião - RA XIV,2025,154,9.975833333333334,5.844155844155844,11.688311688311687,5.194805194805195,20.77922077922078,4,0.025974025974025976
Administração Taguatinga - RA III,2025,137,2.836519296013571,4.37956204379562,25.547445255474454,5.109489051094891,1.4598540145985401,4,0.029197080291970802
Administração Varjão - RA XXIII,2025,29,2.2409482758620687,0.0,10.344827586206897,6.896551724137931,3.4482758620689653,0,0.0
Administração Vicente Pires - RA XXX,2025,83,2.6289975071225067,6.024096385542169,19.27710843373494,3.614457831325301,4.819277108433735,1,0.012048192771084338
Administração Águas Claras - RA XX,2025,108,3.2155498281786943,10.185185185185185,34.25925925925926,0.9259259259259258,3.7037037037037033,4,0.037037037037037035
ArPDF - Arquivo Público do Distrito Federal,2025,63,15.828046594982078,1.5873015873015872,31.746031746031743,0.0,0.0,1,0.015873015873015872
BRB - Banco de Brasília S/A,2025,166,7.1431866744366745,13.855421686746988,36.144578313253014,15.060240963855422,6.626506024096386,19,0.1144578313253012
CACI - Casa Civil do Distrito Federal,2025,230,,100.0,100.0,0.0,0.0,19,0.08260869565217391
CAESB - Companhia de Saneamento do Distrito Federal,2025,477,10.080483525413712,21.17400419287212,52.41090146750524,17.19077568134172,1.257861635220126,45,0.09433962264150944
CAMI-Casa Militar do Distrito Federal,2025,34,4.749189814814815,11.76470588235294,29.411764705882355,11.76470588235294,0.0,0,0.0
CBMDF - Corpo de Bombeiros Militar do Distrito Federal,2025,324,6.506749999999999,38.2716049382716,90.12345679012346,1.8518518518518516,1.5432098765432098,18,0.05555555555555555
CEASA - Centrais de Abastecimento do Distrito Federal,2025,43,15.165570175438596,11.627906976744185,58.139534883720934,13.953488372093023,0.0,1,0.023255813953488372
CEB - Companhia Energética de Brasília,2025,296,4.842237945492662,10.472972972972974,19.594594594594593,2.7027027027027026,0.33783783783783783,26,0.08783783783783784
CGDF - Controladoria-Geral do Distrito Federal,2025,300,11.462162698412698,18.333333333333332,46.666666666666664,7.000000000000001,0.6666666666666667,26,0.08666666666666667
CODHAB - Companhia de Desenvolvimento Habitacional do Distrito Federal,2025,403,21.728447822822822,8.188585607940446,83.62282878411911,4.962779156327544,1.7369727047146404,25,0.062034739454094295
DER - Departamento de Estradas de Rodagem,2025,1088,7.634816719409282,12.867647058823529,60.56985294117647,19.11764705882353,2.389705882352941,34,0.03125
DETRAN - Departamento de Trânsito,2025,2198,7.003967895822589,11.78343949044586,56.27843494085533,14.740673339399454,1.0464058234758873,70,0.03184713375796178
DFLEGAL - Secretaria de Estado de Proteção da Ordem Urbanística do Distrito Federal,2025,2008,5.037438632589705,23.356573705179283,56.17529880478087,17.181274900398407,2.1912350597609564,100,0.049800796812749
DPDF - Defensoria Pública do Distrito Federal,2025,122,3.2841463414634147,32.78688524590164,33.60655737704918,5.737704918032787,3.278688524590164,6,0.04918032786885246
EMATER - Empresa de Assistência Técnica e Extensão Rural,2025,91,11.099098020434228,4.395604395604396,62.637362637362635,6.593406593406594,4.395604395604396,4,0.04395604395604396
FAP - Fundação de Apoio à Pesquisa,2025,44,6.4060307017543865,13.636363636363635,34.090909090909086,18.181818181818183,0.0,2,0.045454545454545456
FEPECS - Fundação de Ensino e Pesquisa em Ciência da Saúde,2025,53,2.978536821705427,18.867924528301888,37.735849056603776,1.8867924528301887,0.0,1,0.018867924528301886
FHB - Fundação Hemocentro de Brasília,2025,83,5.086655092592593,27.710843373493976,74.69879518072288,9.63855421686747,1.2048192771084338,2,0.024096385542168676
FJZB - Fundação Jardim Zoológico de Brasilia,2025,32,9.505316840277777,0.0,53.125,6.25,3.125,0,0.0
FUNAP - Fundação de Amparo ao Trabalhador Preso,2025,93,2.37942294973545,9.67741935483871,12.903225806451612,4.301075268817205,2.1505376344086025,0,0.0
IBRAM - Instituto do Meio Ambiente e Recursos Hídricos do Distrito Federal - Brasília Ambiental,2025,580,13.950772973638827,22.24137931034483,56.03448275862068,6.206896551724138,2.413793103448276,10,0.017241379310344827
INAS - Instituto de Assistência à Saúde dos Servidores do DF,2025,163,16.61185648148148,7.975460122699387,16.56441717791411,26.993865030674847,3.6809815950920246,8,0.049079754601226995
IPEDF - Instituto de Pesquisa e Estatística do Distrito Federal - Codeplan,2025,98,2.8987731481481482,8.16326530612245,65.3061224489796,0.0,6.122448979591836,5,0.05102040816326531
IPREV/DF - Instituto de Previdência dos Servidores,2025,158,4.53974358974359,25.949367088607595,39.24050632911392,29.746835443037973,1.89873417721519,8,0.05063291139240506
JBB - Jardim Botânico de Brasília,2025,32,3.727956989247312,3.125,37.5,12.5,3.125,1,0.03125
"JUCIS-DF - Junta Comercial, Industrial e Serviços do Distrito Federal",2025,103,5.110624284077892,5.825242718446602,52.42718446601942,4.854368932038835,1.9417475728155338,2,0.019417475728155338
METRÔ - Companhia do Metropolitano do Distrito Federal,2025,158,19.30832795004307,18.354430379746837,72.15189873417721,6.329113924050633,1.2658227848101267,7,0.04430379746835443
NOVACAP - Companhia Urbanizadora da Nova Capital do Brasil,2025,722,11.180875829187396,7.202216066481995,64.9584487534626,0.554016620498615,0.554016620498615,23,0.03185595567867036
PCDF - Polícia Civil do Distrito Federal,2025,604,14.160897435897438,46.19205298013245,94.20529801324503,2.3178807947019866,0.33112582781456956,28,0.046357615894039736
PGDF - Procuradoria Geral do Distrito Federal,2025,276,7.2213041431261775,14.492753623188406,44.20289855072464,20.652173913043477,7.608695652173914,10,0.036231884057971016
PMDF - Polícia Militar do Distrito Federal,2025,477,10.2337345320959,9.643605870020965,56.18448637316562,9.853249475890985,12.78825995807128,36,0.07547169811320754
PROCON/DF - Instituto de Defesa do Consumidor do Distrito Federal,2025,425,4.441905086285195,13.647058823529413,63.294117647058826,1.8823529411764703,1.411764705882353,14,0.03294117647058824
SEAC - Secretaria de Atendimento à Comunidade,2025,83,4.487847222222222,6.024096385542169,28.915662650602407,1.2048192771084338,4.819277108433735,2,0.024096385542168676
"SEAGRI - Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural do Distrito Federal",2025,423,4.081407675791734,51.06382978723404,60.28368794326241,17.494089834515368,0.4728132387706856,12,0.028368794326241134
SEAPE - Secretaria de Estado de Administração Penitenciária,2025,157,10.44236111111111,23.56687898089172,57.324840764331206,10.828025477707007,5.7324840764331215,11,0.07006369426751592
SECEC - Secretaria de Estado de Cultura e Econ. Criativa do DF,2025,299,16.66510847107438,19.063545150501675,54.515050167224075,13.043478260869565,14.046822742474916,25,0.08361204013377926
SECOM - Secretaria de Estado de Comunicação do Distrito Federal,2025,58,2.4243939393939393,5.172413793103448,100.0,0.0,0.0,2,0.034482758620689655
"SECTI - Secretaria de Estado de Ciência, Tecnologia e Inovação do Distrito Federal",2025,69,9.666733870967741,10.144927536231885,65.21739130434783,4.3478260869565215,5.797101449275362,7,0.10144927536231885
SEDES - Secretaria de Estado de Desenvolvimento Social do Distrito Federal,2025,400,9.503880826737028,5.25,45.0,2.25,2.25,11,0.0275
"SEDET - Secretaria de Estado de Desenvolvimento Econômico, Trabalho e Renda do Distrito Federal",2025,182,5.406699921752739,21.978021978021978,48.9010989010989,2.7472527472527473,2.7472527472527473,4,0.02197802197802198
SEDUH - Secretaria de Estado de Desenvolvimento Urbano e Habitação do Distrito Federal,2025,847,4.2487305555555555,11.452184179456907,76.26918536009445,5.312868949232586,0.11806375442739078,39,0.04604486422668241
SEE - Secretaria de Estado de Educação do Distrito Federal,2025,1771,13.87072495720771,15.697346132128743,79.44664031620553,2.6538678712591754,0.33879164313946925,99,0.055900621118012424
SEFAZ - Secretaria de Estado de Fazenda do Distrito Federal,2025,1081,5.04114324212272,13.228492136910269,30.434782608695656,7.678075855689177,1.757631822386679,38,0.03515263644773358
SEFJ - Secretaria de Estado da Família e Juventude do Distrito Federal,2025,257,10.935304571303586,1.1673151750972763,7.003891050583658,0.7782101167315175,1.9455252918287937,1,0.0038910505836575876
SEGOV - Secretaria de Estado de Governo,2025,387,3.352304804804805,4.3927648578811365,4.909560723514212,0.2583979328165375,89.14728682170544,7,0.01808785529715762
SEJUS - Secretaria de Estado de Justiça e Cidadania do Distrito do Distrito Federal,2025,309,8.166477272727272,35.92233009708738,57.28155339805825,8.414239482200648,9.06148867313916,19,0.061488673139158574
SELDF - Secretaria de Estado do Esporte e Lazer do Distrito Federal,2025,167,6.550154320987654,35.32934131736527,52.09580838323353,2.3952095808383236,5.389221556886228,8,0.04790419161676647
SEMA - Secretaria de Estado do Meio Ambiente do Distrito Federal,2025,187,4.48899765729585,11.229946524064172,51.87165775401069,2.13903743315508,4.27807486631016,3,0.016042780748663103
SEMOB - Secretaria de Estado de Transporte e Mobilidade do Distrito Federal,2025,480,9.070684865900382,39.58333333333333,76.04166666666666,1.875,1.4583333333333333,23,0.04791666666666667
"SEPLAD - Secretaria de Estado de Planejamento, Orçamento e Administração",2025,661,13.615304309708382,8.925869894099849,67.0196671709531,8.32072617246596,2.118003025718608,54,0.08169440242057488
SES - Secretaria de Estado de Saúde do Distrito Federal,2025,1963,7.33621104815864,10.086602139582272,51.502801833927656,13.448802852776362,1.9867549668874174,146,0.07437595517065716
SETUR - Secretaria de Estado de Turismo do Distrito Federal,2025,98,12.265871913580245,8.16326530612245,100.0,0.0,0.0,6,0.061224489795918366
SLU - Serviço de Limpeza Urbana,2025,177,5.553707694763729,1.694915254237288,44.632768361581924,0.0,0.5649717514124294,1,0.005649717514124294
SMDF - Secretaria de Estado da Mulher do Distrito Federal,2025,73,6.54453125,12.32876712328767,78.08219178082192,4.10958904109589,0.0,2,0.0273972602739726
SODF - Secretaria de Estado de Obras e Infraestrutura do Distrito Federal,2025,193,10.529044405320814,26.42487046632124,73.57512953367875,2.5906735751295336,1.0362694300518136,12,0.06217616580310881
SSP - Secretaria de Estado da Segurança Pública do Distrito Federal,2025,226,12.92440159574468,16.8141592920354,42.0353982300885,7.52212389380531,11.946902654867257,9,0.03982300884955752
TCB - Sociedade de Transportes Coletivos de Brasília,2025,38,5.016927083333333,15.789473684210526,52.63157894736842,2.631578947368421,2.631578947368421,1,0.02631578947368421
TERRACAP - Companhia Imobiliária de Brasília,2025,593,6.095716525857655,26.812816188870155,63.91231028667791,12.478920741989882,4.721753794266442,39,0.0657672849915683
UnDF - Universidade do Distrito Federal Professor Jorge Amaury Maia Nunes,2025,80,10.137489149305555,20.0,78.75,8.75,3.75,8,0.1
VICEGOV - Vice Governadoria do DF,2025,332,1.0854755892255892,0.6024096385542169,2.108433734939759,1.2048192771084338,0.6024096385542169,0,0.0
